classificacao,genero,cor_ou_raca,estados,mes_pesquisa,semana_do_mes,febre,tosse,dor_de_garganta,dificuldade_respirar,dor_no_peito,nariz_escorrendo_entupido,fadiga,perda_de_ofato_sabor,dores_musculares,diarreia
0-12 Criança,Mulher,Amarela,Acre,7,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Amarela,Acre,7,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Amarela,Acre,7,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Acre,7,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Amarela,Acre,7,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Amarela,Acre,7,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Indígena,Acre,7,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Acre,7,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Indígena,Acre,7,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Indígena,Acre,7,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Indígena,Acre,7,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Acre,7,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Indígena,Acre,7,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Acre,7,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Acre,7,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Acre,7,3,0,0,0,0,0,0,0,0,1,1
60+ Idoso,Homem,Amarela,Acre,7,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Não respondeu,Acre,7,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Não respondeu,Acre,7,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Indígena,Acre,7,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Indígena,Acre,7,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Indígena,Acre,7,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Acre,7,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Amarela,Acre,7,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Parda,Amazonas,7,2,9,10,8,6,3,8,6,6,6,6
26-59 Adulto,Mulher,Parda,Amazonas,7,1,15,19,15,10,11,15,17,13,19,19
13-17 Adolescente,Homem,Parda,Amazonas,7,1,0,1,1,0,0,1,0,0,0,0
18-25 Jovem ,Homem,Parda,Amazonas,7,1,1,6,7,3,2,5,4,2,5,5
18-25 Jovem ,Mulher,Parda,Amazonas,7,1,5,4,4,3,2,1,1,4,4,4
0-12 Criança,Homem,Parda,Amazonas,7,1,4,4,3,2,2,2,1,2,3,3
26-59 Adulto,Homem,Parda,Amazonas,7,1,10,11,11,4,7,6,7,6,8,8
0-12 Criança,Mulher,Parda,Amazonas,7,1,4,8,4,0,1,4,1,2,0,0
26-59 Adulto,Homem,Branca,Amazonas,7,3,1,2,0,0,0,0,0,0,2,2
18-25 Jovem ,Homem,Parda,Amazonas,7,3,5,9,6,1,2,2,4,3,2,2
26-59 Adulto,Mulher,Parda,Amazonas,7,3,11,10,10,6,6,8,6,8,8,8
26-59 Adulto,Homem,Parda,Amazonas,7,3,11,9,9,4,3,7,6,6,4,4
13-17 Adolescente,Homem,Parda,Amazonas,7,3,1,1,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Parda,Amazonas,7,1,1,4,3,0,3,2,2,3,4,4
18-25 Jovem ,Mulher,Branca,Amazonas,7,1,0,0,0,0,0,0,0,0,1,1
18-25 Jovem ,Mulher,Parda,Amazonas,7,3,2,3,3,1,1,3,2,1,2,2
60+ Idoso,Mulher,Parda,Amazonas,7,4,1,2,2,2,2,2,5,3,3,3
26-59 Adulto,Homem,Parda,Amazonas,7,4,7,7,6,2,4,6,3,1,4,4
60+ Idoso,Homem,Parda,Amazonas,7,3,0,4,1,1,0,0,1,0,1,1
26-59 Adulto,Mulher,Branca,Amazonas,7,3,3,3,3,1,2,2,1,2,1,1
26-59 Adulto,Homem,Parda,Amazonas,7,2,14,16,18,6,3,5,8,6,8,8
0-12 Criança,Homem,Parda,Amazonas,7,2,6,7,3,0,0,4,0,3,0,0
60+ Idoso,Mulher,Parda,Amazonas,7,2,0,1,1,1,0,0,2,0,2,2
60+ Idoso,Homem,Parda,Amazonas,7,2,2,3,1,0,1,0,1,0,0,0
18-25 Jovem ,Homem,Parda,Amazonas,7,2,2,0,2,1,0,1,0,1,0,0
60+ Idoso,Mulher,Parda,Amazonas,7,3,1,3,4,0,0,2,2,1,3,3
0-12 Criança,Mulher,Parda,Amazonas,7,3,3,4,1,0,0,4,0,2,0,0
0-12 Criança,Homem,Parda,Amazonas,7,3,4,4,2,0,1,1,0,0,1,1
60+ Idoso,Mulher,Parda,Amazonas,7,1,4,4,2,2,4,1,4,4,6,6
60+ Idoso,Homem,Parda,Amazonas,7,1,4,3,2,2,4,5,4,4,3,3
60+ Idoso,Homem,Parda,Amazonas,7,4,3,6,3,0,1,1,1,0,4,4
60+ Idoso,Mulher,Branca,Amazonas,7,4,1,0,2,0,1,0,0,0,1,1
26-59 Adulto,Mulher,Parda,Amazonas,7,4,8,8,9,9,6,6,8,4,10,10
26-59 Adulto,Mulher,Preta,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Amazonas,7,4,1,1,1,1,1,1,1,1,1,1
0-12 Criança,Mulher,Branca,Amazonas,7,4,0,4,2,0,0,2,0,0,0,0
0-12 Criança,Mulher,Preta,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Branca,Amazonas,7,2,1,1,2,0,0,0,0,0,0,0
60+ Idoso,Mulher,Branca,Amazonas,7,2,0,1,1,0,0,0,1,0,1,1
26-59 Adulto,Mulher,Branca,Amazonas,7,2,3,2,5,1,1,4,2,2,3,3
26-59 Adulto,Homem,Branca,Amazonas,7,2,0,1,2,0,0,2,0,0,0,0
60+ Idoso,Mulher,Branca,Amazonas,7,3,0,0,1,0,0,1,0,0,0,0
26-59 Adulto,Homem,Branca,Amazonas,7,4,1,0,1,0,0,1,0,1,0,0
0-12 Criança,Mulher,Parda,Amazonas,7,4,1,0,1,0,0,1,0,0,0,0
0-12 Criança,Homem,Branca,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Parda,Amazonas,7,4,3,2,2,3,0,3,3,1,4,4
60+ Idoso,Mulher,Branca,Amazonas,7,1,1,2,1,0,0,0,2,0,1,1
0-12 Criança,Mulher,Branca,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Preta,Amazonas,7,3,1,0,2,0,0,1,1,0,1,1
60+ Idoso,Homem,Preta,Amazonas,7,2,0,0,0,0,1,1,1,0,1,1
26-59 Adulto,Mulher,Preta,Amazonas,7,2,0,0,0,0,0,1,0,0,0,0
18-25 Jovem ,Mulher,Parda,Amazonas,7,2,4,3,2,2,1,0,1,1,1,1
0-12 Criança,Homem,Branca,Amazonas,7,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Branca,Amazonas,7,1,3,2,3,0,4,2,3,3,1,1
13-17 Adolescente,Mulher,Parda,Amazonas,7,3,2,2,0,0,0,1,0,1,0,0
18-25 Jovem ,Mulher,Branca,Amazonas,7,3,1,1,1,0,0,1,0,0,1,1
18-25 Jovem ,Mulher,Branca,Amazonas,7,4,0,0,0,0,0,0,0,1,0,0
60+ Idoso,Homem,Branca,Amazonas,7,3,1,1,0,1,0,0,1,1,1,1
26-59 Adulto,Homem,Preta,Amazonas,7,2,0,1,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Amazonas,7,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Branca,Amazonas,7,1,0,0,1,0,0,1,0,0,0,0
0-12 Criança,Mulher,Parda,Amazonas,7,2,2,2,2,2,0,0,0,1,1,1
26-59 Adulto,Mulher,Branca,Amazonas,7,4,0,0,2,0,0,0,0,1,0,0
13-17 Adolescente,Homem,Branca,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Branca,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Branca,Amazonas,7,1,1,0,1,0,0,1,0,0,0,0
13-17 Adolescente,Homem,Preta,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Branca,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Amarela,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Amarela,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Parda,Amazonas,7,4,1,1,1,0,0,1,1,0,1,1
18-25 Jovem ,Mulher,Parda,Amazonas,7,4,2,2,3,1,0,1,2,2,1,1
13-17 Adolescente,Homem,Parda,Amazonas,7,4,2,2,2,1,1,2,2,1,2,2
0-12 Criança,Homem,Parda,Amazonas,7,4,0,1,0,0,0,2,0,0,0,0
26-59 Adulto,Homem,Indígena,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Amazonas,7,3,1,0,1,0,1,0,0,0,0,0
26-59 Adulto,Homem,Branca,Amazonas,7,1,2,2,1,0,0,1,2,0,1,1
0-12 Criança,Mulher,Branca,Amazonas,7,2,1,1,2,0,0,0,1,0,0,0
60+ Idoso,Homem,Branca,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Branca,Amazonas,7,3,2,2,2,1,0,2,0,0,0,0
18-25 Jovem ,Homem,Branca,Amazonas,7,4,1,0,1,0,0,0,0,0,1,1
13-17 Adolescente,Homem,Parda,Amazonas,7,2,1,1,1,0,0,1,1,1,0,0
18-25 Jovem ,Homem,Branca,Amazonas,7,3,1,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Branca,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Branca,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Branca,Amazonas,7,2,2,2,1,1,1,2,1,2,1,1
18-25 Jovem ,Homem,Branca,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Preta,Amazonas,7,4,0,0,0,0,0,1,0,0,0,0
26-59 Adulto,Mulher,Amarela,Amazonas,7,2,0,0,0,0,0,0,0,1,0,0
0-12 Criança,Mulher,Amarela,Amazonas,7,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Amarela,Amazonas,7,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Branca,Amazonas,7,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Branca,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Amazonas,7,2,0,0,1,0,1,1,1,0,0,0
60+ Idoso,Mulher,Preta,Amazonas,7,3,0,2,2,0,0,2,0,0,0,0
18-25 Jovem ,Mulher,Preta,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Amarela,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Preta,Amazonas,7,3,1,1,1,1,1,2,1,0,1,1
0-12 Criança,Mulher,Preta,Amazonas,7,3,1,1,0,1,1,1,0,0,1,1
60+ Idoso,Homem,Preta,Amazonas,7,1,1,2,2,1,1,2,1,1,1,1
13-17 Adolescente,Mulher,Parda,Amazonas,7,2,2,3,2,0,0,1,0,0,0,0
13-17 Adolescente,Mulher,Preta,Amazonas,7,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Indígena,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Amarela,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Branca,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Preta,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Indígena,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Branca,Amazonas,7,2,2,0,1,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Amazonas,7,4,1,1,1,1,1,1,1,1,1,1
18-25 Jovem ,Mulher,Indígena,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Branca,Amazonas,7,2,3,2,2,1,0,1,0,1,1,1
26-59 Adulto,Mulher,Preta,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Amazonas,7,1,0,0,1,0,0,0,0,0,1,1
0-12 Criança,Homem,Preta,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Amazonas,7,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Amazonas,7,2,1,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Preta,Amazonas,7,1,1,1,0,0,0,0,0,1,0,0
60+ Idoso,Mulher,Preta,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Amarela,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Preta,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Amarela,Amazonas,7,1,1,1,1,0,0,1,0,0,0,0
60+ Idoso,Homem,Preta,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Amazonas,7,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Amazonas,7,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Indígena,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Amarela,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Amazonas,7,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Preta,Amazonas,7,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Amarela,Amazonas,7,3,0,0,1,0,1,1,0,1,1,1
26-59 Adulto,Homem,Amarela,Amazonas,7,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Indígena,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Indígena,Amazonas,7,2,2,1,2,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Amazonas,7,3,1,1,1,0,1,1,0,0,0,0
0-12 Criança,Mulher,Indígena,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Amazonas,7,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Indígena,Amazonas,7,2,0,0,0,1,0,0,0,0,0,0
13-17 Adolescente,Mulher,Indígena,Amazonas,7,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Indígena,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Indígena,Amazonas,7,1,0,0,1,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Indígena,Amazonas,7,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Indígena,Amazonas,7,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Indígena,Amazonas,7,2,0,0,0,0,1,1,0,0,0,0
60+ Idoso,Mulher,Indígena,Amazonas,7,2,1,1,0,0,0,1,0,1,0,0
0-12 Criança,Mulher,Indígena,Amazonas,7,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Indígena,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Indígena,Amazonas,7,4,0,1,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Indígena,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Indígena,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Indígena,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Indígena,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Indígena,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Indígena,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Amarela,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Indígena,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Indígena,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Indígena,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Indígena,Amazonas,7,3,1,0,1,0,0,1,0,0,0,0
13-17 Adolescente,Homem,Indígena,Amazonas,7,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Indígena,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Indígena,Amazonas,7,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Indígena,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Amarela,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Amarela,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Amazonas,7,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Amazonas,7,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Parda,Roraima,7,2,12,12,12,5,3,6,9,8,11,11
18-25 Jovem ,Mulher,Parda,Roraima,7,2,3,3,2,1,0,2,1,1,1,1
0-12 Criança,Mulher,Parda,Roraima,7,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Branca,Roraima,7,4,1,1,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Branca,Roraima,7,4,0,1,0,1,0,0,0,0,0,0
26-59 Adulto,Mulher,Parda,Roraima,7,1,14,12,14,8,11,12,13,11,13,13
26-59 Adulto,Homem,Branca,Roraima,7,3,1,1,1,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Parda,Roraima,7,3,12,7,5,3,1,6,4,6,3,3
0-12 Criança,Homem,Parda,Roraima,7,3,2,1,0,0,1,2,0,0,0,0
0-12 Criança,Homem,Branca,Roraima,7,3,1,1,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Parda,Roraima,7,4,0,0,1,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Parda,Roraima,7,4,10,8,8,4,5,7,9,4,9,9
26-59 Adulto,Mulher,Branca,Roraima,7,4,1,1,0,0,0,0,1,0,1,1
0-12 Criança,Mulher,Branca,Roraima,7,4,0,1,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Branca,Roraima,7,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Parda,Roraima,7,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Parda,Roraima,7,2,1,1,1,0,0,1,1,1,1,1
26-59 Adulto,Mulher,Parda,Roraima,7,2,12,8,8,2,4,4,5,8,6,6
60+ Idoso,Homem,Branca,Roraima,7,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Parda,Roraima,7,3,4,3,2,1,1,2,2,2,1,1
18-25 Jovem ,Mulher,Parda,Roraima,7,3,0,0,2,0,0,1,0,1,1,1
26-59 Adulto,Mulher,Branca,Roraima,7,3,2,2,1,0,0,1,2,1,1,1
18-25 Jovem ,Homem,Branca,Roraima,7,3,0,0,0,0,0,0,0,1,0,0
18-25 Jovem ,Mulher,Branca,Roraima,7,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Branca,Roraima,7,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Branca,Roraima,7,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Parda,Roraima,7,1,2,2,3,1,3,1,2,2,2,2
26-59 Adulto,Mulher,Indígena,Roraima,7,3,1,0,1,1,1,1,1,1,1,1
26-59 Adulto,Homem,Indígena,Roraima,7,1,1,1,1,0,0,1,1,0,1,1
26-59 Adulto,Mulher,Indígena,Roraima,7,1,1,1,0,0,0,0,0,1,0,0
18-25 Jovem ,Mulher,Indígena,Roraima,7,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Indígena,Roraima,7,1,1,1,1,1,1,1,1,1,1,1
26-59 Adulto,Homem,Amarela,Roraima,7,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Parda,Roraima,7,4,1,0,1,1,0,0,0,1,0,0
13-17 Adolescente,Mulher,Parda,Roraima,7,3,0,0,0,0,0,1,0,0,0,0
0-12 Criança,Mulher,Parda,Roraima,7,3,2,0,0,0,0,1,1,0,1,1
26-59 Adulto,Homem,Preta,Roraima,7,3,2,1,0,0,0,0,1,0,1,1
13-17 Adolescente,Homem,Parda,Roraima,7,3,1,1,1,0,1,0,1,1,0,0
18-25 Jovem ,Mulher,Branca,Roraima,7,1,1,2,2,2,1,1,1,1,1,1
13-17 Adolescente,Mulher,Branca,Roraima,7,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Parda,Roraima,7,1,3,3,2,2,1,3,2,3,3,3
26-59 Adulto,Homem,Branca,Roraima,7,4,2,2,3,2,1,1,2,1,2,2
60+ Idoso,Homem,Parda,Roraima,7,2,0,1,1,0,1,0,1,0,1,1
26-59 Adulto,Homem,Parda,Roraima,7,3,7,3,6,4,2,4,7,3,5,5
60+ Idoso,Homem,Preta,Roraima,7,2,1,1,1,1,1,1,1,1,1,1
60+ Idoso,Mulher,Preta,Roraima,7,2,1,1,2,1,1,1,1,1,1,1
26-59 Adulto,Mulher,Branca,Roraima,7,2,5,5,7,1,2,3,2,2,3,3
26-59 Adulto,Homem,Preta,Roraima,7,2,3,3,3,1,2,2,2,2,2,2
0-12 Criança,Homem,Branca,Roraima,7,2,1,1,1,1,1,1,1,1,1,1
60+ Idoso,Mulher,Branca,Roraima,7,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Branca,Roraima,7,1,1,0,0,0,1,0,1,1,1,1
60+ Idoso,Homem,Parda,Roraima,7,3,1,1,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Parda,Roraima,7,3,2,1,0,1,0,0,0,2,0,0
26-59 Adulto,Mulher,Indígena,Roraima,7,2,2,1,0,0,0,0,0,1,1,1
18-25 Jovem ,Mulher,Indígena,Roraima,7,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Indígena,Roraima,7,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Parda,Roraima,7,2,0,0,0,1,0,0,0,0,0,0
0-12 Criança,Mulher,Indígena,Roraima,7,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Parda,Roraima,7,2,5,0,1,0,0,0,1,2,3,3
13-17 Adolescente,Homem,Parda,Roraima,7,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Parda,Roraima,7,1,8,7,7,4,5,4,6,5,9,9
18-25 Jovem ,Mulher,Parda,Roraima,7,1,5,6,5,2,2,2,2,2,2,2
60+ Idoso,Homem,Branca,Roraima,7,2,1,0,1,0,0,0,0,1,0,0
26-59 Adulto,Mulher,Preta,Roraima,7,4,1,1,2,0,0,2,0,0,1,1
26-59 Adulto,Homem,Parda,Roraima,7,4,6,6,6,2,2,4,7,5,6,6
18-25 Jovem ,Homem,Parda,Roraima,7,4,2,1,1,0,1,0,2,0,1,1
26-59 Adulto,Mulher,Branca,Roraima,7,1,4,6,4,3,0,2,3,2,4,4
0-12 Criança,Mulher,Branca,Roraima,7,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Branca,Roraima,7,2,2,0,1,1,1,0,1,1,2,2
18-25 Jovem ,Mulher,Branca,Roraima,7,2,2,1,1,1,0,0,0,2,1,1
26-59 Adulto,Homem,Branca,Roraima,7,1,2,2,1,1,0,0,1,0,1,1
13-17 Adolescente,Mulher,Parda,Roraima,7,1,1,2,2,1,1,1,1,1,1,1
0-12 Criança,Mulher,Parda,Roraima,7,1,3,2,2,0,0,3,1,1,1,1
0-12 Criança,Homem,Branca,Roraima,7,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Parda,Roraima,7,2,0,2,1,0,0,0,0,1,0,0
26-59 Adulto,Mulher,Preta,Roraima,7,1,3,3,2,3,2,3,3,3,3,3
13-17 Adolescente,Mulher,Branca,Roraima,7,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Roraima,7,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Branca,Roraima,7,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Roraima,7,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Indígena,Roraima,7,4,1,1,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Parda,Roraima,7,2,4,3,3,0,1,3,1,3,4,4
0-12 Criança,Mulher,Branca,Roraima,7,2,1,1,0,0,0,1,1,1,1,1
18-25 Jovem ,Homem,Branca,Roraima,7,2,0,0,0,0,0,0,0,0,0,0
