classificacao,genero,estados,mes_pesquisa,semana_do_mes,foi_estabelecimento_saude,nao_foi_estabelecimento_saude,ignorou_os_sintomas,hospital_sus,nao_era_um_hospital_sus,nao_respondeu,atenidento_pivado_ou_militar,nao_buscou_atendimento_privado,nao_respondeu_atendiento_privado,fez_exame_SWAB,nao_fez_exame_SWAB,resultado_positivo,resultado_negativo,resultado_inconclusivo,ainda_sem_resultado,tem_doencas_respiratorias,nao_tem_doencas_respiratorias,ignorou_doencas_respiratorias
0-12 Criança,Mulher,Amapá,7,3,1,2,0,0,1,0,0,1,0,1,1,1,0,0,0,5,69,3
18-25 Jovem ,Homem,Amapá,7,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,5,55,0
18-25 Jovem ,Mulher,Amapá,7,1,2,3,0,0,2,0,0,2,0,1,6,1,0,0,0,5,50,2
0-12 Criança,Homem,Amapá,7,2,0,2,0,0,0,0,0,0,0,2,1,0,2,0,0,1,63,2
0-12 Criança,Mulher,Amapá,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2
60+ Idoso,Homem,Amapá,7,2,1,4,0,0,1,0,0,1,0,3,3,0,3,0,0,1,35,0
0-12 Criança,Homem,Amapá,7,3,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,5,69,2
18-25 Jovem ,Mulher,Amapá,7,2,0,3,0,0,0,0,0,0,0,1,5,0,0,0,1,6,53,2
0-12 Criança,Homem,Amapá,7,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,7,69,2
0-12 Criança,Mulher,Amapá,7,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,64,0
26-59 Adulto,Mulher,Tocantins,7,1,4,20,0,1,3,0,0,4,0,6,10,3,3,0,0,13,282,6
18-25 Jovem ,Homem,Tocantins,7,1,3,5,0,1,2,0,0,3,0,3,0,2,1,0,0,4,83,1
18-25 Jovem ,Mulher,Tocantins,7,1,1,2,0,0,1,0,0,1,0,1,2,0,1,0,0,1,73,1
0-12 Criança,Mulher,Tocantins,7,1,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0,2,106,2
26-59 Adulto,Mulher,Tocantins,7,2,2,27,0,0,2,0,0,2,0,11,15,2,9,0,0,23,345,3
26-59 Adulto,Homem,Tocantins,7,2,4,18,0,0,4,0,0,4,0,13,11,2,10,0,1,20,291,5
0-12 Criança,Mulher,Tocantins,7,2,0,7,0,0,0,0,0,0,0,7,1,0,6,0,1,3,124,0
26-59 Adulto,Mulher,Tocantins,7,4,13,26,0,5,8,0,0,13,0,16,24,8,7,0,1,16,308,1
26-59 Adulto,Homem,Tocantins,7,4,6,17,0,1,5,0,0,6,0,4,14,1,3,0,0,9,291,1
18-25 Jovem ,Mulher,Tocantins,7,4,1,6,0,0,1,0,0,1,0,0,7,0,0,0,0,4,78,0
13-17 Adolescente,Mulher,Tocantins,7,4,2,4,0,0,2,0,0,2,0,0,3,0,0,0,0,4,62,0
13-17 Adolescente,Homem,Tocantins,7,4,1,0,0,0,1,0,0,1,0,2,0,0,2,0,0,2,72,0
18-25 Jovem ,Homem,Tocantins,7,4,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,2,67,0
0-12 Criança,Mulher,Tocantins,7,4,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,107,0
0-12 Criança,Homem,Tocantins,7,2,1,7,0,0,1,0,0,1,0,3,2,1,2,0,0,9,124,1
26-59 Adulto,Homem,Tocantins,7,1,1,13,0,0,1,0,0,1,0,5,8,1,3,0,1,8,274,5
13-17 Adolescente,Mulher,Tocantins,7,2,2,1,0,0,2,0,0,2,0,1,2,0,1,0,0,4,61,0
60+ Idoso,Mulher,Tocantins,7,4,2,4,0,1,1,0,0,2,0,1,4,0,0,0,1,9,93,2
0-12 Criança,Homem,Tocantins,7,4,2,2,0,0,2,0,0,2,0,0,1,0,0,0,0,10,116,0
18-25 Jovem ,Mulher,Tocantins,7,2,0,4,0,0,0,0,0,0,0,2,3,0,2,0,0,6,83,1
13-17 Adolescente,Mulher,Tocantins,7,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,47,3
0-12 Criança,Homem,Tocantins,7,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,6,122,0
26-59 Adulto,Homem,Tocantins,7,3,8,11,0,1,7,0,1,7,0,2,10,0,2,0,0,5,261,6
26-59 Adulto,Mulher,Tocantins,7,3,9,22,0,0,9,0,1,8,0,7,15,3,3,0,1,14,276,7
0-12 Criança,Homem,Tocantins,7,3,0,4,0,0,0,0,0,0,0,1,1,0,1,0,0,5,118,1
60+ Idoso,Homem,Tocantins,7,1,1,5,0,0,1,0,0,1,0,1,4,0,1,0,0,2,90,0
0-12 Criança,Mulher,Tocantins,7,3,2,3,0,0,2,0,0,2,0,0,1,0,0,0,0,1,109,4
60+ Idoso,Homem,Tocantins,7,2,1,7,0,0,1,0,0,1,0,1,0,0,1,0,0,2,105,0
60+ Idoso,Homem,Tocantins,7,3,4,8,0,0,4,0,0,4,0,3,4,1,2,0,0,1,102,1
18-25 Jovem ,Homem,Tocantins,7,3,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,71,2
18-25 Jovem ,Homem,Tocantins,7,2,1,2,0,0,1,0,0,1,0,3,5,0,3,0,0,7,91,2
13-17 Adolescente,Homem,Tocantins,7,2,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,2,47,0
13-17 Adolescente,Homem,Tocantins,7,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,35,2
60+ Idoso,Mulher,Tocantins,7,3,2,12,0,0,2,0,0,2,0,3,2,0,3,0,0,5,106,1
60+ Idoso,Mulher,Tocantins,7,2,1,7,0,0,1,0,0,1,0,0,2,0,0,0,0,7,83,1
18-25 Jovem ,Mulher,Tocantins,7,3,3,3,0,0,3,0,0,3,0,0,2,0,0,0,0,4,55,0
13-17 Adolescente,Mulher,Tocantins,7,3,1,0,0,0,0,1,0,0,1,1,2,1,0,0,0,3,39,2
60+ Idoso,Mulher,Tocantins,7,1,1,4,0,0,1,0,0,1,0,1,1,0,1,0,0,8,69,1
60+ Idoso,Homem,Tocantins,7,4,2,10,0,1,1,0,0,2,0,2,2,2,0,0,0,4,98,1
13-17 Adolescente,Homem,Tocantins,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,2
26-59 Adulto,Mulher,Maranhão,7,3,22,81,0,9,13,0,0,22,0,12,77,4,8,0,0,36,1115,2
18-25 Jovem ,Mulher,Maranhão,7,3,7,19,0,4,3,0,0,7,0,3,24,2,1,0,0,16,339,0
0-12 Criança,Mulher,Maranhão,7,3,3,19,0,0,3,0,0,3,0,0,7,0,0,0,0,8,499,0
13-17 Adolescente,Mulher,Maranhão,7,3,6,7,0,4,2,0,0,6,0,0,9,0,0,0,0,9,250,0
26-59 Adulto,Homem,Maranhão,7,3,17,66,0,7,10,0,0,17,0,10,69,7,3,0,0,32,1011,2
0-12 Criança,Homem,Maranhão,7,3,1,20,0,0,1,0,0,1,0,1,5,0,0,0,1,14,516,2
18-25 Jovem ,Homem,Maranhão,7,3,2,14,0,1,1,0,0,2,0,1,15,0,1,0,0,15,337,0
26-59 Adulto,Homem,Maranhão,7,1,19,60,0,9,10,0,0,19,0,12,58,4,8,0,0,23,911,5
26-59 Adulto,Homem,Maranhão,7,2,16,60,0,9,7,0,0,16,0,20,83,7,10,0,3,35,959,1
26-59 Adulto,Mulher,Maranhão,7,2,23,77,0,2,21,0,0,23,0,15,85,6,7,0,2,50,1072,2
26-59 Adulto,Mulher,Maranhão,7,1,28,70,0,7,21,0,0,28,0,17,65,6,10,1,0,38,1015,5
60+ Idoso,Homem,Maranhão,7,2,5,14,0,4,1,0,0,5,0,0,24,0,0,0,0,13,275,2
18-25 Jovem ,Homem,Maranhão,7,2,3,14,0,3,0,0,0,3,0,2,19,0,2,0,0,11,319,1
60+ Idoso,Homem,Maranhão,7,3,9,18,0,6,3,0,0,9,0,5,16,1,4,0,0,12,290,0
60+ Idoso,Mulher,Maranhão,7,3,4,26,0,3,1,0,0,4,0,0,23,0,0,0,0,16,294,0
60+ Idoso,Mulher,Maranhão,7,2,7,21,0,6,1,0,1,6,0,4,21,2,2,0,0,13,310,3
26-59 Adulto,Homem,Maranhão,7,4,14,64,0,3,11,0,0,14,0,15,88,6,9,0,0,24,944,3
26-59 Adulto,Mulher,Maranhão,7,4,27,72,0,7,20,0,0,27,0,18,100,7,9,0,2,44,1074,9
0-12 Criança,Homem,Maranhão,7,4,2,17,0,0,2,0,0,2,0,0,7,0,0,0,0,18,453,4
60+ Idoso,Mulher,Maranhão,7,1,10,26,0,3,7,0,0,10,0,2,19,1,1,0,0,22,308,3
0-12 Criança,Homem,Maranhão,7,2,5,21,0,1,4,0,0,5,0,1,8,0,1,0,0,21,485,0
18-25 Jovem ,Mulher,Maranhão,7,1,6,17,0,3,3,0,1,5,0,2,11,0,2,0,0,9,294,0
0-12 Criança,Homem,Maranhão,7,1,2,10,0,0,2,0,0,2,0,0,3,0,0,0,0,15,463,2
13-17 Adolescente,Homem,Maranhão,7,2,3,8,0,0,3,0,0,3,0,2,7,2,0,0,0,9,230,0
0-12 Criança,Mulher,Maranhão,7,2,5,15,0,0,5,0,0,5,0,5,6,0,5,0,0,14,467,0
0-12 Criança,Mulher,Maranhão,7,1,1,12,0,0,1,0,0,1,0,1,2,1,0,0,0,8,413,2
60+ Idoso,Homem,Maranhão,7,1,8,15,0,3,5,0,0,8,0,2,16,1,1,0,0,8,241,2
13-17 Adolescente,Homem,Maranhão,7,4,0,12,0,0,0,0,0,0,0,0,10,0,0,0,0,6,197,2
18-25 Jovem ,Homem,Maranhão,7,4,4,9,0,1,3,0,0,4,0,3,15,1,1,0,1,13,304,3
18-25 Jovem ,Mulher,Maranhão,7,2,3,28,0,2,1,0,0,3,0,5,18,0,5,0,0,15,343,1
13-17 Adolescente,Mulher,Maranhão,7,4,2,14,0,0,2,0,0,2,0,0,12,0,0,0,0,8,221,0
13-17 Adolescente,Mulher,Maranhão,7,1,5,7,0,2,3,0,0,5,0,2,5,0,1,1,0,11,218,0
60+ Idoso,Mulher,Maranhão,7,4,3,21,0,2,1,0,0,3,0,2,26,0,2,0,0,10,327,1
18-25 Jovem ,Mulher,Maranhão,7,4,8,18,0,3,5,0,0,8,0,3,21,2,1,0,0,16,303,5
0-12 Criança,Mulher,Maranhão,7,4,5,27,0,2,3,0,0,5,0,1,7,0,1,0,0,18,491,3
18-25 Jovem ,Homem,Maranhão,7,1,3,16,0,1,1,1,0,2,1,4,8,0,4,0,0,9,297,2
60+ Idoso,Homem,Maranhão,7,4,5,12,0,2,3,0,1,4,0,3,22,0,3,0,0,10,268,1
13-17 Adolescente,Mulher,Maranhão,7,2,5,16,0,1,4,0,0,5,0,2,7,1,1,0,0,9,241,1
13-17 Adolescente,Homem,Maranhão,7,1,1,10,0,0,1,0,0,1,0,1,1,0,1,0,0,12,211,1
13-17 Adolescente,Homem,Maranhão,7,3,0,12,0,0,0,0,0,0,0,0,8,0,0,0,0,10,241,2
60+ Idoso,Homem,Piauí,7,1,3,8,0,0,3,0,0,3,0,0,11,0,0,0,0,9,150,0
60+ Idoso,Mulher,Piauí,7,1,2,10,0,1,1,0,0,2,0,2,22,2,0,0,0,7,181,0
26-59 Adulto,Homem,Piauí,7,1,11,15,0,2,9,0,0,11,0,8,56,4,4,0,0,16,446,1
26-59 Adulto,Mulher,Piauí,7,3,11,21,0,3,8,0,0,11,0,14,85,5,9,0,0,19,534,4
60+ Idoso,Mulher,Piauí,7,3,4,9,0,1,3,0,0,4,0,2,18,1,1,0,0,17,184,0
26-59 Adulto,Homem,Piauí,7,3,8,19,0,3,5,0,0,8,0,13,54,5,8,0,0,15,471,2
60+ Idoso,Homem,Piauí,7,2,2,1,0,0,2,0,0,2,0,1,9,1,0,0,0,6,133,1
60+ Idoso,Mulher,Piauí,7,2,3,3,0,1,2,0,0,3,0,1,13,0,1,0,0,1,183,1
26-59 Adulto,Mulher,Piauí,7,2,12,26,0,3,9,0,0,12,0,14,70,5,8,0,1,21,479,1
0-12 Criança,Homem,Piauí,7,2,5,4,0,2,3,0,0,5,0,0,8,0,0,0,0,12,184,1
26-59 Adulto,Mulher,Piauí,7,1,16,34,0,2,14,0,0,16,0,8,66,4,4,0,0,28,476,1
0-12 Criança,Mulher,Piauí,7,1,1,4,0,0,1,0,0,1,0,2,8,0,2,0,0,5,179,0
60+ Idoso,Homem,Piauí,7,3,1,6,0,0,1,0,0,1,0,2,13,0,2,0,0,9,170,1
18-25 Jovem ,Homem,Piauí,7,3,3,7,0,0,3,0,0,3,0,2,13,1,1,0,0,5,137,0
26-59 Adulto,Mulher,Piauí,7,4,11,18,0,5,6,0,0,11,0,8,66,3,5,0,0,16,514,0
26-59 Adulto,Homem,Piauí,7,4,9,12,0,2,7,0,0,9,0,11,68,2,8,0,1,19,465,0
0-12 Criança,Mulher,Piauí,7,4,1,2,0,0,1,0,0,1,0,1,7,1,0,0,0,2,183,0
26-59 Adulto,Homem,Piauí,7,2,5,22,0,1,4,0,0,5,0,6,60,3,2,0,1,18,455,0
18-25 Jovem ,Mulher,Piauí,7,1,1,7,0,0,1,0,0,1,0,2,13,0,2,0,0,8,120,0
0-12 Criança,Homem,Piauí,7,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,3,154,0
13-17 Adolescente,Homem,Piauí,7,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,82,0
60+ Idoso,Homem,Piauí,7,4,1,9,0,0,1,0,0,1,0,1,17,0,1,0,0,4,155,0
13-17 Adolescente,Mulher,Piauí,7,3,1,4,0,0,1,0,0,1,0,0,3,0,0,0,0,4,87,2
13-17 Adolescente,Homem,Piauí,7,3,0,4,0,0,0,0,0,0,0,3,3,1,2,0,0,7,95,0
0-12 Criança,Mulher,Piauí,7,2,3,4,0,0,3,0,0,3,0,0,5,0,0,0,0,9,163,1
13-17 Adolescente,Mulher,Piauí,7,4,1,1,0,0,1,0,0,1,0,1,2,0,1,0,0,5,79,0
60+ Idoso,Mulher,Piauí,7,4,7,8,0,3,4,0,0,7,0,6,21,3,2,1,0,16,170,0
18-25 Jovem ,Homem,Piauí,7,4,3,2,0,0,3,0,0,3,0,5,15,2,3,0,0,5,125,0
18-25 Jovem ,Homem,Piauí,7,1,2,3,0,1,1,0,0,2,0,0,9,0,0,0,0,6,106,0
0-12 Criança,Mulher,Piauí,7,3,1,0,0,0,1,0,0,1,0,0,7,0,0,0,0,5,188,1
18-25 Jovem ,Mulher,Piauí,7,2,2,5,0,0,2,0,0,2,0,0,18,0,0,0,0,5,116,1
18-25 Jovem ,Mulher,Piauí,7,3,6,8,0,2,4,0,0,6,0,8,22,4,4,0,0,5,171,0
0-12 Criança,Homem,Piauí,7,3,1,5,0,1,0,0,0,1,0,1,7,0,1,0,0,6,180,2
13-17 Adolescente,Mulher,Piauí,7,1,2,2,0,0,2,0,1,1,0,1,3,0,1,0,0,6,87,0
18-25 Jovem ,Mulher,Piauí,7,4,2,2,0,1,1,0,0,2,0,1,7,1,0,0,0,4,127,0
18-25 Jovem ,Homem,Piauí,7,2,0,0,0,0,0,0,0,0,0,1,10,0,1,0,0,7,106,1
0-12 Criança,Homem,Piauí,7,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,170,0
13-17 Adolescente,Homem,Piauí,7,1,2,1,0,0,2,0,0,2,0,1,5,0,1,0,0,5,80,0
13-17 Adolescente,Mulher,Piauí,7,2,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,4,81,1
13-17 Adolescente,Homem,Piauí,7,2,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,3,69,1
26-59 Adulto,Mulher,Ceará,7,2,16,78,0,6,10,0,0,16,0,24,85,6,15,0,3,51,1009,8
18-25 Jovem ,Homem,Ceará,7,2,3,17,0,0,2,1,0,2,1,3,6,1,2,0,0,15,247,2
0-12 Criança,Mulher,Ceará,7,2,4,13,0,4,0,0,0,4,0,2,7,1,0,0,1,11,346,2
26-59 Adulto,Mulher,Ceará,7,3,26,85,0,5,21,0,0,26,0,21,93,9,10,0,2,43,1067,6
26-59 Adulto,Homem,Ceará,7,3,8,64,0,1,7,0,0,8,0,17,66,6,10,0,1,32,900,4
13-17 Adolescente,Mulher,Ceará,7,3,1,8,0,0,1,0,0,1,0,1,3,1,0,0,0,6,144,3
0-12 Criança,Homem,Ceará,7,3,5,14,0,0,5,0,1,4,0,2,3,0,2,0,0,12,358,4
26-59 Adulto,Homem,Ceará,7,2,7,49,0,1,6,0,0,7,0,13,53,3,9,0,1,28,894,2
13-17 Adolescente,Homem,Ceará,7,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,9,151,0
0-12 Criança,Homem,Ceará,7,2,0,13,0,0,0,0,0,0,0,0,6,0,0,0,0,14,344,5
26-59 Adulto,Homem,Ceará,7,1,8,56,0,5,3,0,0,8,0,18,45,6,10,0,2,24,851,1
26-59 Adulto,Mulher,Ceará,7,1,18,92,0,6,12,0,0,18,0,18,52,6,10,0,2,45,970,4
13-17 Adolescente,Mulher,Ceará,7,1,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,5,150,0
0-12 Criança,Mulher,Ceará,7,1,1,6,0,0,1,0,0,1,0,0,6,0,0,0,0,12,337,1
0-12 Criança,Mulher,Ceará,7,3,4,11,0,1,3,0,0,4,0,0,9,0,0,0,0,18,345,2
60+ Idoso,Mulher,Ceará,7,4,5,24,0,3,2,0,0,5,0,4,15,1,3,0,0,16,398,3
26-59 Adulto,Mulher,Ceará,7,4,21,75,0,3,18,0,0,21,0,18,80,6,11,0,1,42,1050,6
0-12 Criança,Homem,Ceará,7,4,3,6,0,1,2,0,0,3,0,2,8,0,2,0,0,24,375,4
13-17 Adolescente,Mulher,Ceará,7,2,1,6,0,1,0,0,0,1,0,0,5,0,0,0,0,7,154,1
18-25 Jovem ,Homem,Ceará,7,4,5,12,0,0,5,0,0,5,0,5,12,2,3,0,0,13,246,0
60+ Idoso,Homem,Ceará,7,4,5,17,0,2,3,0,1,4,0,0,23,0,0,0,0,10,311,2
26-59 Adulto,Homem,Ceará,7,4,6,47,0,2,4,0,0,6,0,16,58,4,12,0,0,25,873,6
13-17 Adolescente,Mulher,Ceará,7,4,2,7,0,1,1,0,0,2,0,3,4,1,2,0,0,4,153,0
60+ Idoso,Homem,Ceará,7,1,3,18,0,3,0,0,0,3,0,5,10,4,1,0,0,12,264,3
60+ Idoso,Mulher,Ceará,7,1,9,21,0,1,8,0,0,9,0,7,14,5,2,0,0,13,323,3
60+ Idoso,Mulher,Ceará,7,2,4,18,0,1,3,0,0,4,0,4,24,0,3,0,1,15,357,2
0-12 Criança,Homem,Ceará,7,1,4,9,0,2,2,0,0,4,0,1,3,0,1,0,0,14,320,2
0-12 Criança,Mulher,Ceará,7,4,5,10,0,2,3,0,0,5,0,2,6,1,1,0,0,12,334,2
60+ Idoso,Homem,Ceará,7,3,2,21,0,1,1,0,0,2,0,5,15,1,3,0,1,12,320,3
60+ Idoso,Mulher,Ceará,7,3,11,25,0,1,10,0,0,11,0,6,27,3,2,0,1,21,368,4
18-25 Jovem ,Homem,Ceará,7,3,2,19,0,0,2,0,0,2,0,2,9,0,2,0,0,10,262,3
13-17 Adolescente,Homem,Ceará,7,1,2,5,0,1,1,0,0,2,0,1,2,0,1,0,0,10,156,2
18-25 Jovem ,Mulher,Ceará,7,3,3,21,0,0,3,0,0,3,0,3,16,1,2,0,0,13,254,4
60+ Idoso,Homem,Ceará,7,2,1,15,1,0,1,0,0,1,0,5,14,0,4,1,0,7,315,1
18-25 Jovem ,Mulher,Ceará,7,2,2,25,0,0,2,0,0,2,0,1,10,0,1,0,0,18,228,1
18-25 Jovem ,Homem,Ceará,7,1,5,15,0,3,2,0,0,5,0,3,7,0,3,0,0,16,243,1
13-17 Adolescente,Homem,Ceará,7,3,4,10,0,1,3,0,0,4,0,1,6,1,0,0,0,6,161,1
18-25 Jovem ,Mulher,Ceará,7,4,3,15,0,2,1,0,0,3,0,3,18,1,2,0,0,13,251,1
18-25 Jovem ,Mulher,Ceará,7,1,2,17,0,1,1,0,0,2,0,1,4,0,1,0,0,16,221,1
13-17 Adolescente,Homem,Ceará,7,4,3,4,0,0,3,0,0,3,0,2,3,0,2,0,0,8,154,1
60+ Idoso,Mulher,Rio Grande do Norte,7,1,2,7,0,0,2,0,0,2,0,4,9,1,3,0,0,7,205,2
60+ Idoso,Mulher,Rio Grande do Norte,7,3,4,8,0,1,3,0,0,4,0,4,11,2,2,0,0,12,200,0
0-12 Criança,Mulher,Rio Grande do Norte,7,3,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,9,142,2
18-25 Jovem ,Mulher,Rio Grande do Norte,7,3,1,3,0,0,1,0,0,1,0,4,2,3,1,0,0,4,123,0
26-59 Adulto,Mulher,Rio Grande do Norte,7,3,15,24,0,0,15,0,1,14,0,14,34,8,5,0,1,40,488,2
60+ Idoso,Homem,Rio Grande do Norte,7,3,3,4,0,0,3,0,0,3,0,2,10,1,1,0,0,4,142,0
0-12 Criança,Homem,Rio Grande do Norte,7,3,3,2,0,1,2,0,0,3,0,2,1,2,0,0,0,14,182,2
26-59 Adulto,Homem,Rio Grande do Norte,7,3,12,20,0,0,12,0,0,12,0,15,32,7,8,0,0,22,446,2
60+ Idoso,Homem,Rio Grande do Norte,7,4,0,4,0,0,0,0,0,0,0,2,9,0,2,0,0,10,135,2
60+ Idoso,Mulher,Rio Grande do Norte,7,4,2,9,0,0,2,0,0,2,0,3,13,3,0,0,0,12,179,0
18-25 Jovem ,Homem,Rio Grande do Norte,7,4,1,2,0,0,1,0,0,1,0,1,5,1,0,0,0,10,121,0
26-59 Adulto,Mulher,Rio Grande do Norte,7,4,15,36,0,1,14,0,0,15,0,21,44,7,14,0,0,47,506,2
0-12 Criança,Homem,Rio Grande do Norte,7,4,1,4,0,0,1,0,0,1,0,2,2,1,1,0,0,18,184,0
26-59 Adulto,Homem,Rio Grande do Norte,7,1,8,26,0,3,5,0,0,8,0,4,25,0,4,0,0,16,458,0
26-59 Adulto,Mulher,Rio Grande do Norte,7,1,16,46,0,2,14,0,0,16,0,22,26,5,15,0,2,27,489,3
18-25 Jovem ,Homem,Rio Grande do Norte,7,1,1,8,0,0,1,0,0,1,0,1,4,0,1,0,0,6,119,2
60+ Idoso,Homem,Rio Grande do Norte,7,2,2,5,0,0,2,0,0,2,0,4,6,3,1,0,0,5,134,0
60+ Idoso,Mulher,Rio Grande do Norte,7,2,4,7,0,1,3,0,0,4,0,5,9,3,2,0,0,11,165,4
26-59 Adulto,Homem,Rio Grande do Norte,7,4,9,17,0,0,9,0,0,9,0,24,40,9,15,0,0,24,477,1
26-59 Adulto,Mulher,Rio Grande do Norte,7,2,11,23,0,1,10,0,0,11,0,20,34,12,8,0,0,22,477,1
0-12 Criança,Mulher,Rio Grande do Norte,7,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,7,167,1
26-59 Adulto,Homem,Rio Grande do Norte,7,2,9,14,0,2,7,0,1,8,0,23,23,9,13,0,1,22,424,1
18-25 Jovem ,Mulher,Rio Grande do Norte,7,1,2,3,0,1,1,0,0,2,0,2,3,2,0,0,0,13,100,0
0-12 Criança,Homem,Rio Grande do Norte,7,1,2,8,1,0,2,0,0,2,0,0,3,0,0,0,0,6,168,0
60+ Idoso,Homem,Rio Grande do Norte,7,1,1,6,0,0,1,0,0,1,0,2,4,1,1,0,0,6,160,1
13-17 Adolescente,Homem,Rio Grande do Norte,7,3,1,2,0,0,1,0,0,1,0,2,2,0,2,0,0,8,74,0
18-25 Jovem ,Homem,Rio Grande do Norte,7,3,3,8,0,1,2,0,0,3,0,0,7,0,0,0,0,9,122,1
13-17 Adolescente,Homem,Rio Grande do Norte,7,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,10,83,0
0-12 Criança,Mulher,Rio Grande do Norte,7,4,3,3,0,0,3,0,0,3,0,1,2,0,1,0,0,13,165,2
18-25 Jovem ,Mulher,Rio Grande do Norte,7,4,6,1,0,1,5,0,0,6,0,0,7,0,0,0,0,12,132,0
13-17 Adolescente,Homem,Rio Grande do Norte,7,1,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,9,66,0
0-12 Criança,Mulher,Rio Grande do Norte,7,1,1,3,0,1,0,0,0,0,1,0,3,0,0,0,0,4,161,2
13-17 Adolescente,Homem,Rio Grande do Norte,7,4,2,3,0,0,2,0,0,2,0,4,3,2,2,0,0,12,84,0
18-25 Jovem ,Homem,Rio Grande do Norte,7,2,2,2,0,0,2,0,0,2,0,3,8,0,3,0,0,5,116,0
13-17 Adolescente,Mulher,Rio Grande do Norte,7,1,1,5,0,0,1,0,0,1,0,0,1,0,0,0,0,5,87,0
13-17 Adolescente,Mulher,Rio Grande do Norte,7,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,74,0
18-25 Jovem ,Mulher,Rio Grande do Norte,7,2,1,4,0,0,1,0,0,1,0,3,4,1,2,0,0,10,113,3
13-17 Adolescente,Mulher,Rio Grande do Norte,7,3,2,3,0,0,2,0,0,2,0,2,2,0,2,0,0,6,80,1
0-12 Criança,Homem,Rio Grande do Norte,7,2,2,5,0,0,2,0,0,2,0,1,2,0,1,0,0,10,155,1
13-17 Adolescente,Mulher,Rio Grande do Norte,7,2,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,4,77,2
26-59 Adulto,Mulher,Paríba,7,2,23,70,0,0,23,0,0,23,0,11,51,4,7,0,0,22,583,1
18-25 Jovem ,Mulher,Paríba,7,2,0,10,0,0,0,0,0,0,0,1,6,0,1,0,0,9,129,0
26-59 Adulto,Mulher,Paríba,7,3,12,63,0,2,10,0,0,12,0,12,42,2,9,0,1,29,582,3
26-59 Adulto,Homem,Paríba,7,3,17,36,0,2,15,0,0,17,0,8,38,2,5,0,1,12,552,3
0-12 Criança,Homem,Paríba,7,3,2,6,0,1,1,0,0,2,0,5,5,0,4,0,1,6,197,0
18-25 Jovem ,Mulher,Paríba,7,3,2,12,0,1,1,0,0,2,0,0,6,0,0,0,0,5,133,0
18-25 Jovem ,Homem,Paríba,7,3,1,11,0,0,1,0,0,1,0,2,7,1,1,0,0,6,151,1
0-12 Criança,Homem,Paríba,7,2,2,6,0,0,2,0,0,2,0,0,2,0,0,0,0,10,196,0
26-59 Adulto,Mulher,Paríba,7,1,19,78,0,2,17,0,0,19,0,12,41,5,4,1,2,30,567,1
13-17 Adolescente,Mulher,Paríba,7,1,2,6,0,0,2,0,0,2,0,1,1,0,1,0,0,8,87,1
0-12 Criança,Mulher,Paríba,7,1,2,6,0,0,2,0,0,2,0,0,0,0,0,0,0,7,232,0
26-59 Adulto,Homem,Paríba,7,4,10,30,0,0,10,0,0,10,0,12,47,4,8,0,0,18,516,3
26-59 Adulto,Mulher,Paríba,7,4,16,53,0,3,13,0,1,15,0,20,65,9,9,0,2,28,594,2
0-12 Criança,Homem,Paríba,7,4,1,7,0,1,0,0,0,1,0,2,8,0,2,0,0,6,217,0
0-12 Criança,Mulher,Paríba,7,3,2,4,0,1,1,0,0,2,0,2,3,1,1,0,0,5,226,1
60+ Idoso,Mulher,Paríba,7,1,5,20,0,2,3,0,0,5,0,1,14,0,0,0,1,9,197,0
26-59 Adulto,Homem,Paríba,7,1,8,41,0,0,8,0,1,7,0,12,33,4,8,0,0,20,526,2
0-12 Criança,Homem,Paríba,7,1,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,15,210,0
26-59 Adulto,Homem,Paríba,7,2,10,39,0,3,7,0,0,10,0,7,38,2,5,0,0,14,483,1
